sermon_id,topico_slug,confianca
1861344426,comunhao-e-unidade,0.5
1971209091,aliancas-biblicas,1
1971209091,encarnacao-e-reino-de-cristo,0.85
1176584521,atributos-de-deus,1
1176584521,providencia-de-deus,0.6
1176584521,decretos-e-eleicao,0.5
1687321344,ressurreicao-e-ascensao,1
1687321344,cristo-o-mediador,0.9
1687321344,ressurreicao-e-consumacao,0.5
1346070574,cristo-o-mediador,1
1346070574,expiacao-e-redencao,0.9
1346070574,morte-e-eternidade,0.7
1519141552,expiacao-e-redencao,1
1519141552,cristo-o-mediador,0.8
1519141552,criacao-e-queda,0.6
856672258,oracao,1
856672258,atributos-de-deus,0.6
1017983836,aliancas-biblicas,1
1017983836,magistrado-civil,0.9
1017983836,cuidado-de-deus,0.7
1017983836,expiacao-e-redencao,0.6
1291215931,expiacao-e-redencao,1
1291215931,criacao-e-queda,0.9
1291215931,justificacao-pela-fe,0.7
1291215931,perdao-e-reconciliacao,0.6
1903795193,perdao-e-reconciliacao,1
1903795193,santificacao,0.8
1903795193,cristo-o-mediador,0.6
900729031,ansiedade-e-medo,1
900729031,cuidado-de-deus,0.7
1231795630,graca-eficaz-e-chamado,0.95
1231795630,santificacao,0.8
1231795630,expiacao-e-redencao,0.75
896585956,dinheiro-e-contentamento,1
896585956,bens-e-responsabilidade,0.7
1543819762,oracao,1
1543819762,comunhao-e-unidade,0.6
1543819762,adocao-e-heranca,0.5
1540199137,natureza-e-missao-da-igreja,1
1540199137,comunhao-e-unidade,0.9
1023010333,palavras-e-comunicacao,1
1023010333,expiacao-e-redencao,0.7
1023010333,perdao-e-reconciliacao,0.6
1517267875,comunhao-e-unidade,1
1517267875,expiacao-e-redencao,0.5
1364754568,espirito-santo-e-selamento,1
1364754568,aliancas-biblicas,0.9
1364754568,decretos-e-eleicao,0.7
1750955877,jejum-e-disciplinas-espirituais,1
1221420628,atributos-de-deus,1
1221420628,apologetica,0.5
1110778255,atributos-de-deus,1
1110778255,cuidado-de-deus,0.7
1971218151,atributos-de-deus,1
1971218151,autoridade-das-escrituras,0.85
1971218151,encarnacao-e-reino-de-cristo,0.7
1096264486,aliancas-biblicas,1
1096264486,adocao-e-heranca,0.6
1096264486,atributos-de-deus,0.5
1646457042,aliancas-biblicas,1
1646457042,cristo-o-mediador,0.9
1646457042,justificacao-pela-fe,0.7
1674363819,palavras-e-comunicacao,1
1674363819,expiacao-e-redencao,0.5
732130057,expiacao-e-redencao,1
732130057,culto-publico,0.8
732130057,evangelismo-e-missoes,0.5
732130057,comunhao-e-unidade,0.5
1210550935,providencia-de-deus,1
1210550935,cristo-o-mediador,0.9
1210550935,decretos-e-eleicao,0.6
1231784281,aliancas-biblicas,1
1231784281,encarnacao-e-reino-de-cristo,0.9
1231784281,culto-publico,0.7
1120352887,pureza-e-fidelidade-sexual,0.95
1120352887,criacao-de-filhos,0.85
1120352887,expiacao-e-redencao,0.55
1062279430,dinheiro-e-contentamento,1
1062279430,comunhao-e-unidade,0.8
1062279430,bens-e-responsabilidade,0.6
888832615,oracao,1
888832615,atributos-de-deus,0.9
888832615,providencia-de-deus,0.8
1515682870,comunhao-e-unidade,1
1515682870,criacao-e-queda,0.7
1515682870,expiacao-e-redencao,0.5
1361306497,cristo-o-mediador,1
1361306497,encarnacao-e-reino-de-cristo,0.9
1361306497,expiacao-e-redencao,0.8
1361306497,aliancas-biblicas,0.6
1231778776,presbiteros-e-pastores,1
1231778776,santificacao,0.6
1231778776,autoridade-das-escrituras,0.5
1674380196,perdao-e-reconciliacao,1
1674380196,santificacao,0.8
1674380196,expiacao-e-redencao,0.8
1929150521,evangelismo-e-missoes,1
1929150521,oracao,0.7
1929150521,batalha-espiritual,0.5
1007577517,aliancas-biblicas,1
1007577517,criacao-e-queda,0.9
1007577517,expiacao-e-redencao,0.8
1007577517,justificacao-pela-fe,0.7
1349851903,aliancas-biblicas,0.95
1349851903,providencia-de-deus,0.9
1349851903,expiacao-e-redencao,0.85
860845129,encarnacao-e-reino-de-cristo,1
860845129,oracao,0.9
860845129,ressurreicao-e-consumacao,0.6
860845129,batalha-espiritual,0.5
1374615619,providencia-de-deus,1
1374615619,perdao-e-reconciliacao,0.7
1374615619,expiacao-e-redencao,0.6
1830366774,criacao-de-filhos,1
1795587958,marido-e-esposa,1
1795587958,casamento-cristao,0.7
1795587958,expiacao-e-redencao,0.5
1291224529,cuidado-de-deus,1
1291224529,pureza-e-fidelidade-sexual,0.7
1027233397,criacao-e-queda,1
1027233397,evangelismo-e-missoes,0.8
1027233397,cristo-o-mediador,0.6
1421057248,criacao-e-queda,0.95
1421057248,expiacao-e-redencao,0.88
1421057248,justificacao-pela-fe,0.7
1199383432,aliancas-biblicas,1
1199383432,providencia-de-deus,0.9
1199383432,perdao-e-reconciliacao,0.8
1199383432,educacao-crista,0.7
1062271384,cuidado-de-deus,1
1062271384,tribulacao-e-perseveranca,0.8
1062271384,cristo-o-mediador,0.6
1606709691,comunhao-e-unidade,1
1606709691,natureza-e-missao-da-igreja,0.9
1606709691,palavras-e-comunicacao,0.6
1569679786,comunhao-e-unidade,1
1569679786,natureza-e-missao-da-igreja,0.6
1569679786,trindade-e-ser-de-deus,0.5
1646774532,aliancas-biblicas,1
1646774532,encarnacao-e-reino-de-cristo,0.6
1561401862,oracao,1
1561401862,atributos-de-deus,0.8
1561401862,natureza-e-missao-da-igreja,0.6
1337543116,morte-e-eternidade,1
1337543116,cuidado-de-deus,0.8
1337543116,aliancas-biblicas,0.8
1337543116,cristo-o-mediador,0.8
1377794626,cristo-o-mediador,1
1377794626,ressurreicao-e-ascensao,0.8
1377794626,expiacao-e-redencao,0.6
1377794626,providencia-de-deus,0.6
1830913185,criacao-de-filhos,1
1830913185,educacao-crista,0.85
1291230400,providencia-de-deus,1
1291230400,tribulacao-e-perseveranca,0.7
1291230400,autoridade-das-escrituras,0.6
1291230400,ressurreicao-e-ascensao,0.5
958250851,liberdade-religiosa,1
958250851,apologetica,0.8
958250851,autoridade-das-escrituras,0.6
1552428382,espirito-santo-e-selamento,1
1552428382,oracao,0.9
1552428382,santificacao,0.6
1097145769,comunhao-e-unidade,1
1097145769,diaconia,0.5
1097145769,ceia-do-senhor,0.5
1585609583,natureza-e-missao-da-igreja,1
1585609583,presbiteros-e-pastores,0.9
1585609583,comunhao-e-unidade,0.7
1585609583,santificacao,0.6
1096262248,cuidado-de-deus,1
1096262248,lamento-e-confianca,0.6
1096262248,atributos-de-deus,0.5
1096262248,expiacao-e-redencao,0.5
1454381947,criacao-e-queda,1
1454381947,expiacao-e-redencao,0.7
1454381947,batalha-espiritual,0.5
1646234136,aliancas-biblicas,1
1855439355,trabalho-e-vocacao,1
1076522437,justificacao-pela-fe,1
1076522437,aliancas-biblicas,1
1076522437,expiacao-e-redencao,0.7
1974920355,providencia-de-deus,1
1974920355,atributos-de-deus,0.8
1974920355,cuidado-de-deus,0.7
1974920355,ansiedade-e-medo,0.5
1221421495,providencia-de-deus,1
1221421495,cuidado-de-deus,0.9
1221421495,aliancas-biblicas,0.65
1221421495,cristo-o-mediador,0.5
1310643475,providencia-de-deus,1
1310643475,cristo-o-mediador,0.8
1641334317,bens-e-responsabilidade,1
1641334317,expiacao-e-redencao,0.8
1641334317,trabalho-e-vocacao,0.6
1392958885,expiacao-e-redencao,1
1782875970,casamento-cristao,1
1782875970,marido-e-esposa,0.8
1782875970,expiacao-e-redencao,0.5
1076522902,morte-e-eternidade,1
1076522902,apologetica,0.7
1076522902,santificacao,0.5
1243342543,lamento-e-confianca,1
1243342543,providencia-de-deus,1
1243342543,expiacao-e-redencao,0.5
1243342543,aliancas-biblicas,0.5
1062267097,aliancas-biblicas,1
1062267097,cristo-o-mediador,0.6
1062267097,santificacao,0.5
1062267097,evangelismo-e-missoes,0.5
1410701863,morte-e-eternidade,1
1410701863,ressurreicao-e-consumacao,0.9
1410701863,santificacao,0.5
1231798444,santificacao,1
1231798444,justificacao-pela-fe,0.9
1231798444,perdao-e-reconciliacao,0.7
1420250269,adocao-e-heranca,1
1420250269,decretos-e-eleicao,1
1176590620,atributos-de-deus,1
1421067463,natureza-e-missao-da-igreja,1
1421067463,marido-e-esposa,0.8
1421067463,criacao-de-filhos,0.6
1355596936,aliancas-biblicas,1
1355596936,decretos-e-eleicao,1
1355596936,adocao-e-heranca,0.9
1231785454,perdao-e-reconciliacao,1
1231785454,oracao,0.6
1231785454,cristo-o-mediador,0.5
1043487370,criacao-e-queda,1
1043487370,providencia-de-deus,0.9
1043487370,atributos-de-deus,0.7
1043487370,expiacao-e-redencao,0.5
1420255681,espirito-santo-e-selamento,1
1420255681,graca-eficaz-e-chamado,0.6
1420255681,adocao-e-heranca,0.5
1606747872,trindade-e-ser-de-deus,1
1606747872,ressurreicao-e-consumacao,0.9
1606747872,providencia-de-deus,0.7
1687312332,santificacao,1
1687312332,adocao-e-heranca,0.9
1687312332,expiacao-e-redencao,0.8
1750258758,comunhao-e-unidade,1
1750258758,santificacao,0.7
1750258758,cristo-o-mediador,0.5
1745528445,espirito-santo-e-selamento,1
1745528445,palavras-e-comunicacao,0.8
1745528445,comunhao-e-unidade,0.5
1585038067,culto-publico,1
1585038067,autoridade-das-escrituras,0.9
1585038067,presbiteros-e-pastores,0.6
1268986795,lamento-e-confianca,0.95
1268986795,providencia-de-deus,0.85
1268986795,ressurreicao-e-consumacao,0.8
1432454842,aliancas-biblicas,1
1432454842,providencia-de-deus,0.8
1432454842,encarnacao-e-reino-de-cristo,0.6
1440325594,providencia-de-deus,1
1440325594,decretos-e-eleicao,0.8
1440325594,expiacao-e-redencao,0.5
1887935607,batalha-espiritual,1
1887935607,justificacao-pela-fe,0.7
1887935607,evangelismo-e-missoes,0.5
1364951134,expiacao-e-redencao,1
1364951134,cristo-o-mediador,0.9
1364951134,aliancas-biblicas,0.7
1364951134,ressurreicao-e-ascensao,0.5
1929124778,oracao,1
1929124778,batalha-espiritual,0.7
1929124778,evangelismo-e-missoes,0.5
1421056624,espirito-santo-e-selamento,1
1421056624,adocao-e-heranca,0.8
1421056624,santificacao,0.6
1421056624,ressurreicao-e-consumacao,0.5
807579874,natureza-e-missao-da-igreja,1
807579874,evangelismo-e-missoes,0.9
807579874,santificacao,0.6
1971232627,cuidado-de-deus,1
1971232627,ansiedade-e-medo,0.6
1971232627,tribulacao-e-perseveranca,0.5
1577600830,cristo-o-mediador,1
1577600830,ressurreicao-e-ascensao,0.95
1577600830,expiacao-e-redencao,0.7
1577600830,natureza-e-missao-da-igreja,0.55
1243337224,criacao-e-queda,1
1243337224,expiacao-e-redencao,0.8
1298947930,providencia-de-deus,1
1298947930,tribulacao-e-perseveranca,0.9
1298947930,lamento-e-confianca,0.8
1210547467,providencia-de-deus,1
1210547467,aliancas-biblicas,0.9
1210547467,expiacao-e-redencao,0.8
1210547467,santificacao,0.5
958258414,santificacao,1
958258414,expiacao-e-redencao,0.5
1176329533,natureza-e-missao-da-igreja,1
1176329533,evangelismo-e-missoes,0.9
1176329533,santificacao,0.6
1706591493,santificacao,1
1706591493,morte-e-eternidade,0.5
1706591493,ressurreicao-e-consumacao,0.5
1971242619,ressurreicao-e-consumacao,1
1971242619,ressurreicao-e-ascensao,0.8
1971242619,autoridade-das-escrituras,0.7
1926048962,batalha-espiritual,1
1926048962,expiacao-e-redencao,0.7
1929153299,presbiteros-e-pastores,1
1929153299,comunhao-e-unidade,0.9
1929153299,palavras-e-comunicacao,0.6
1912350524,batalha-espiritual,1
1912350524,evangelismo-e-missoes,0.7
1912350524,graca-eficaz-e-chamado,0.5
1974902871,autoridade-das-escrituras,1
1974902871,cuidado-de-deus,0.5
1618714875,santificacao,1
1618714875,criacao-e-queda,0.6
1618714875,expiacao-e-redencao,0.5
1346066614,presbiteros-e-pastores,1
1543802539,tribulacao-e-perseveranca,1
1543802539,providencia-de-deus,0.9
1543802539,expiacao-e-redencao,0.7
1855454256,trabalho-e-vocacao,1
1855454256,expiacao-e-redencao,0.6
1876859949,batalha-espiritual,1
1876859949,tribulacao-e-perseveranca,0.6
1876859949,santificacao,0.5
1337446996,perdao-e-reconciliacao,1
1337446996,providencia-de-deus,0.9
1337446996,cristo-o-mediador,0.8
1337446996,comunhao-e-unidade,0.6
1971253147,atributos-de-deus,1
1971253147,expiacao-e-redencao,0.8
1971253147,cuidado-de-deus,0.5
1728934092,espirito-santo-e-selamento,1
1728934092,santificacao,0.8
1971248099,confissoes-e-reforma,1
1971248099,criacao-e-queda,0.95
1971248099,decretos-e-eleicao,0.7
1971248099,graca-eficaz-e-chamado,0.65
1324609336,expiacao-e-redencao,1
1324609336,cristo-o-mediador,0.8
1438669048,ressurreicao-e-ascensao,1
1630216476,emocoes-e-sentimentos,1
1630216476,santificacao,0.9
1630216476,expiacao-e-redencao,0.5
1701806817,morte-e-eternidade,1
1701806817,pureza-e-fidelidade-sexual,1
1701806817,expiacao-e-redencao,0.5
1750069524,emocoes-e-sentimentos,1
1750069524,providencia-de-deus,0.9
1750069524,espirito-santo-e-selamento,0.7
1701793038,santificacao,1
1701793038,perdao-e-reconciliacao,0.7
1706554227,santificacao,1
1706554227,expiacao-e-redencao,0.6
1706554227,encarnacao-e-reino-de-cristo,0.5
1256014420,cuidado-de-deus,0.95
1256014420,morte-e-eternidade,0.85
1256014420,providencia-de-deus,0.75
1440335845,natureza-e-missao-da-igreja,1
1440335845,cristo-o-mediador,0.6
1440335845,ressurreicao-e-ascensao,0.6
1625788737,verdade-e-integridade,1
1625788737,palavras-e-comunicacao,0.6
1938328931,graca-eficaz-e-chamado,1
1938328931,cristo-o-mediador,0.9
1938328931,santificacao,0.6
1120415719,providencia-de-deus,1
1120415719,morte-e-eternidade,0.9
1120415719,ressurreicao-e-consumacao,0.7
1453484566,cristo-o-mediador,1
1453484566,autoridade-das-escrituras,0.8
1453484566,batismo,0.7
1453484566,natureza-e-missao-da-igreja,0.5
1220839258,providencia-de-deus,1
1220839258,dinheiro-e-contentamento,0.8
1220839258,justificacao-pela-fe,0.5
1791187507,marido-e-esposa,1
1791187507,casamento-cristao,0.7
1674376659,espirito-santo-e-selamento,1
1674376659,santificacao,0.95
1674376659,emocoes-e-sentimentos,0.75
1641501450,palavras-e-comunicacao,1
1641501450,expiacao-e-redencao,0.5
1855440861,trindade-e-ser-de-deus,1
1612549236,santificacao,1
1612549236,criacao-e-queda,0.85
1612549236,graca-eficaz-e-chamado,0.8
1612549236,expiacao-e-redencao,0.65
1176587521,providencia-de-deus,1
1176587521,emocoes-e-sentimentos,0.9
1176587521,cuidado-de-deus,0.8
1176587521,ressurreicao-e-consumacao,0.6
1488260293,justificacao-pela-fe,1
1488260293,graca-eficaz-e-chamado,0.9
1488260293,cristo-o-mediador,0.75
1488260293,santificacao,0.55
1461931426,graca-eficaz-e-chamado,1
1461931426,criacao-e-queda,0.8
1461931426,atributos-de-deus,0.7
1519128067,comunhao-e-unidade,1
1519128067,natureza-e-missao-da-igreja,0.9
1612339044,santificacao,1
1612339044,cristo-o-mediador,0.6
1255835782,santificacao,1
1255835782,graca-eficaz-e-chamado,0.8
1255835782,expiacao-e-redencao,0.5
1255835782,culto-domestico,0.5
1801026820,marido-e-esposa,1
1801026820,santificacao,0.7
1801026820,casamento-cristao,0.6
1268828482,morte-e-eternidade,1
1268828482,ressurreicao-e-consumacao,0.9
1268828482,lamento-e-confianca,0.6
1830909057,atributos-de-deus,1
1830909057,trindade-e-ser-de-deus,0.7
1830909057,autoridade-das-escrituras,0.6
1830909057,confissoes-e-reforma,0.6
1903802087,cristo-o-mediador,1
1903802087,graca-eficaz-e-chamado,0.7
1903802087,expiacao-e-redencao,0.5
1350778393,culto-publico,1
1350778393,cristo-o-mediador,0.9
1350778393,comunhao-e-unidade,0.7
1855434897,atributos-de-deus,1
1350463276,culto-publico,1
1350463276,cristo-o-mediador,1
1350463276,expiacao-e-redencao,0.6
1706566149,governo-e-disciplina-eclesiastica,1
1706566149,justificacao-pela-fe,0.95
1706566149,comunhao-e-unidade,0.7
1929127214,aliancas-biblicas,1
1929127214,criacao-e-queda,0.8
1929127214,justificacao-pela-fe,0.7
1789417621,presbiteros-e-pastores,1
1789417621,tribulacao-e-perseveranca,0.7
1789417621,evangelismo-e-missoes,0.6
1929130661,aliancas-biblicas,1
1929130661,confissoes-e-reforma,0.7
1710985782,governo-e-disciplina-eclesiastica,1
1710985782,autoridade-das-escrituras,1
1710985782,comunhao-e-unidade,0.8
1710985782,justificacao-pela-fe,0.6
745716796,justificacao-pela-fe,1
745716796,santificacao,0.7
745716796,atributos-de-deus,0.5
1750735278,evangelismo-e-missoes,1
1750735278,apologetica,0.6
1618711698,autoridade-das-escrituras,1
1618711698,governo-e-disciplina-eclesiastica,0.6
1618711698,santificacao,0.5
1164188455,providencia-de-deus,1
1164188455,morte-e-eternidade,0.6
1164188455,justificacao-pela-fe,0.5
1199387824,atributos-de-deus,1
1199387824,justificacao-pela-fe,0.9
1199387824,expiacao-e-redencao,0.8
1420250629,autoridade-das-escrituras,1
1420250629,confissoes-e-reforma,0.7
1880056293,culto-publico,1
1880056293,atributos-de-deus,0.8
1880056293,expiacao-e-redencao,0.7
1350283645,cristo-o-mediador,1
1350283645,aliancas-biblicas,0.9
1350283645,justificacao-pela-fe,0.7
1350283645,santificacao,0.6
1170141526,santificacao,1
1170141526,justificacao-pela-fe,0.7
1170141526,expiacao-e-redencao,0.5
1625787492,autoridade-das-escrituras,1
1625787492,batalha-espiritual,0.7
1625787492,oracao,0.7
1641482028,natureza-e-missao-da-igreja,0.9
1641482028,evangelismo-e-missoes,0.65
1641482028,santificacao,0.55
1613154825,ressurreicao-e-consumacao,1
1613154825,tribulacao-e-perseveranca,0.9
1613154825,morte-e-eternidade,0.7
1974897147,justificacao-pela-fe,1
1974897147,expiacao-e-redencao,0.5
1974897147,confissoes-e-reforma,0.5
1170142129,santificacao,1
1170142129,justica-e-leis,0.7
1170142129,autoridade-das-escrituras,0.5
1349931310,cristo-o-mediador,1
1349931310,consolo-cristao,0.8
1349931310,justificacao-pela-fe,0.7
1349931310,expiacao-e-redencao,0.7
1096975225,cristo-o-mediador,1
1096975225,santificacao,0.8
1096975225,criacao-e-queda,0.7
1837930761,atributos-de-deus,1
1837930761,trindade-e-ser-de-deus,0.5
1837930761,expiacao-e-redencao,0.5
1350913930,ressurreicao-e-ascensao,1
1350913930,autoridade-das-escrituras,0.7
1350913930,comunhao-e-unidade,0.5
1543326001,dinheiro-e-contentamento,1
1543326001,bens-e-responsabilidade,0.8
1606658214,atributos-de-deus,0.95
1606658214,providencia-de-deus,0.9
1606658214,batalha-espiritual,0.8
1606658214,santificacao,0.55
2269875407,evangelismo-e-missoes,1
2269875407,batalha-espiritual,1
2269875407,expiacao-e-redencao,0.5
1142779435,culto-publico,1
1142779435,autoridade-das-escrituras,0.85
1142779435,expiacao-e-redencao,0.65
1585047647,batalha-espiritual,1
1585047647,graca-eficaz-e-chamado,0.6
1585047647,autoridade-das-escrituras,0.5
1687317075,providencia-de-deus,1
1687317075,oracao,0.9
1687317075,tribulacao-e-perseveranca,0.7
2293691186,evangelismo-e-missoes,1
2293691186,apologetica,0.8
2121602565,santificacao,1
2121601809,governo-e-disciplina-eclesiastica,1
2269881719,trabalho-e-vocacao,1
2269881719,cuidado-de-deus,0.6
2028129428,liberdade-religiosa,1
2028129428,confissoes-e-reforma,0.8
2028143080,ressurreicao-e-ascensao,1
2028143080,espirito-santo-e-selamento,0.7
2028143080,natureza-e-missao-da-igreja,0.5
2051377792,culto-publico,1
2051377792,confissoes-e-reforma,0.5
2209143023,providencia-de-deus,1
2209143023,atributos-de-deus,0.7
2209143023,criacao-e-queda,0.6
2209143023,expiacao-e-redencao,0.5
2150987076,ressurreicao-e-consumacao,1
2150987076,decretos-e-eleicao,0.6
2150987076,atributos-de-deus,0.5
2002812519,confissoes-e-reforma,1
2002812519,santificacao,0.9
2002812519,justificacao-pela-fe,0.7
2099916186,graca-eficaz-e-chamado,1
2099916186,expiacao-e-redencao,0.8
2099916186,cristo-o-mediador,0.7
2098806738,ceia-do-senhor,0.95
2098806738,batismo,0.9
2098806738,confissoes-e-reforma,0.55
2002813711,autoridade-das-escrituras,1
2002813711,providencia-de-deus,0.6
2002813711,expiacao-e-redencao,0.5
2189645943,aliancas-biblicas,1
2189645943,expiacao-e-redencao,0.9
2189645943,morte-e-eternidade,0.8
2189645943,santificacao,0.6
2309611718,comunhao-e-unidade,1
2309611718,dinheiro-e-contentamento,0.6
2165791422,ressurreicao-e-consumacao,1
2165791422,magistrado-civil,0.6
2165791422,tribulacao-e-perseveranca,0.5
2126315136,diaconia,1
2126315136,bens-e-responsabilidade,0.6
2126315136,culto-publico,0.5
2126899857,morte-e-eternidade,1
2126899857,expiacao-e-redencao,0.6
2082731127,expiacao-e-redencao,1
2082731127,justificacao-pela-fe,0.6
2082719532,magistrado-civil,1
2082719532,justica-e-leis,0.7
2082719532,atributos-de-deus,0.5
2166582093,tribulacao-e-perseveranca,1
2166582093,ressurreicao-e-consumacao,0.7
2166582093,evangelismo-e-missoes,0.6
2166582093,magistrado-civil,0.5
2166230130,magistrado-civil,1
2166230130,evangelismo-e-missoes,0.8
2166230130,tribulacao-e-perseveranca,0.7
2166230130,liberdade-religiosa,0.6
2177689785,ressurreicao-e-consumacao,1
2177689785,decretos-e-eleicao,0.85
2177689785,tribulacao-e-perseveranca,0.6
2177689785,santificacao,0.5
2269894283,santificacao,1
2269894283,cristo-o-mediador,0.6
2269894283,aliancas-biblicas,0.5
2238697847,criacao-e-queda,1
2238697847,justificacao-pela-fe,0.6
2238697847,expiacao-e-redencao,0.5
2269893431,evangelismo-e-missoes,1
2122341177,governo-e-disciplina-eclesiastica,1
2293717964,evangelismo-e-missoes,1
2293717964,apologetica,0.9
2039084780,culto-publico,1
2039084780,confissoes-e-reforma,0.5
2053017548,ressurreicao-e-consumacao,1
2053017548,morte-e-eternidade,0.8
2053017548,cuidado-de-deus,0.6
2039088509,expiacao-e-redencao,1
2039088509,ressurreicao-e-consumacao,0.9
2039088509,autoridade-das-escrituras,0.6
1987384315,graca-eficaz-e-chamado,1
1987384315,confissoes-e-reforma,0.5
1987384315,espirito-santo-e-selamento,0.5
2051387756,confissoes-e-reforma,1
2051387756,santificacao,0.7
2218488440,ansiedade-e-medo,1
2218488440,providencia-de-deus,1
2218488440,expiacao-e-redencao,0.5
2218486739,batismo,1
2218486739,justificacao-pela-fe,0.6
2218486739,aliancas-biblicas,0.5
