
[00:00:00.000 --> 00:00:00.440]   Música
[00:12:21.780 --> 00:12:24.220]   suar a camisa
[00:12:24.220 --> 00:12:26.360]   suar o rosto
[00:12:26.360 --> 00:12:27.680]   e plantar
[00:12:27.680 --> 00:12:28.320]   e plantar
[00:12:28.320 --> 00:12:29.020]   e plantar
[00:12:29.020 --> 00:12:31.260]   para depois
[00:12:31.260 --> 00:12:34.060]   para alguns anos
[00:12:34.060 --> 00:12:35.700]   arrancar aquilo
[00:12:35.700 --> 00:12:36.380]   que se plantou
[00:12:36.380 --> 00:12:38.260]   tenhamos
[00:12:38.260 --> 00:12:39.000]   discernimento
[00:12:39.000 --> 00:12:39.880]   quanto ao tempo
[00:12:39.880 --> 00:12:41.740]   há tempo
[00:12:41.740 --> 00:12:42.380]   de plantar
[00:12:42.380 --> 00:12:44.000]   e há tempo
[00:12:44.000 --> 00:12:44.600]   de arrancar
[00:12:44.600 --> 00:12:46.740]   uma segunda lição
[00:12:46.740 --> 00:12:47.460]   importante
[00:12:47.460 --> 00:12:48.360]   que eu consigo extrair
[00:12:48.360 --> 00:12:50.060]   neste verso
[00:12:50.060 --> 00:12:52.680]   se você
[00:12:52.680 --> 00:12:53.480]   planta
[00:12:53.480 --> 00:12:54.700]   mostarda
[00:12:54.700 --> 00:12:56.160]   você vai arrancar
[00:12:56.160 --> 00:12:56.440]   o que?
[00:12:56.440 --> 00:12:58.500]   mostarda
[00:12:58.500 --> 00:12:59.560]   isso mesmo
[00:12:59.560 --> 00:13:00.700]   se você
[00:13:00.700 --> 00:13:01.220]   planta
[00:13:01.220 --> 00:13:01.940]   girassol
[00:13:01.940 --> 00:13:03.100]   você vai colher
[00:13:03.100 --> 00:13:03.400]   o que?
[00:13:04.700 --> 00:13:05.460]   girassol
[00:13:05.460 --> 00:13:06.700]   portanto
[00:13:06.700 --> 00:13:07.460]   não espere
[00:13:07.460 --> 00:13:08.020]   plantar
[00:13:08.020 --> 00:13:08.700]   mostarda
[00:13:08.700 --> 00:13:09.300]   e colher
[00:13:09.300 --> 00:13:10.020]   girassol
[00:13:10.020 --> 00:13:11.440]   nem plantar
[00:13:11.440 --> 00:13:12.180]   girassol
[00:13:12.180 --> 00:13:13.280]   e colher
[00:13:13.280 --> 00:13:13.540]   o que?
[00:13:13.540 --> 00:13:14.880]   mostarda
[00:13:14.880 --> 00:13:16.680]   eu estou criando
[00:13:16.680 --> 00:13:17.920]   eufemismos aqui
[00:13:17.920 --> 00:13:18.520]   deixa eu mudar
[00:13:18.520 --> 00:13:19.420]   o linguajar
[00:13:19.420 --> 00:13:22.680]   não procure
[00:13:22.680 --> 00:13:23.260]   plantar
[00:13:23.260 --> 00:13:23.880]   maldade
[00:13:23.880 --> 00:13:24.420]   para colher
[00:13:24.420 --> 00:13:25.040]   bondade
[00:13:25.040 --> 00:13:27.420]   não procure
[00:13:27.420 --> 00:13:28.240]   plantar
[00:13:28.240 --> 00:13:28.840]   ósseo
[00:13:28.840 --> 00:13:29.540]   e preguiça
[00:13:29.540 --> 00:13:30.280]   para colher
[00:13:30.280 --> 00:13:31.380]   sabedoria
[00:13:31.380 --> 00:13:32.240]   e conhecimento
[00:13:32.240 --> 00:13:33.920]   não procure
[00:13:33.920 --> 00:13:35.320]   plantar
[00:13:35.320 --> 00:13:36.180]   contendas
[00:13:36.180 --> 00:13:36.800]   e intrigas
[00:13:36.800 --> 00:13:37.280]   para poder
[00:13:37.280 --> 00:13:37.720]   arrancar
[00:13:37.720 --> 00:13:38.440]   amizades
[00:13:38.440 --> 00:13:40.340]   não pretenda
[00:13:40.340 --> 00:13:41.140]   plantar
[00:13:41.140 --> 00:13:42.340]   brutalidade
[00:13:42.340 --> 00:13:43.340]   para arrancar
[00:13:43.340 --> 00:13:43.820]   e colher
[00:13:43.820 --> 00:13:44.940]   afabilidade
[00:13:44.940 --> 00:13:46.300]   você vai
[00:13:46.300 --> 00:13:46.820]   colher
[00:13:46.820 --> 00:13:47.960]   aquilo que você
[00:13:47.960 --> 00:13:49.020]   plantou
[00:13:49.020 --> 00:13:52.360]   precisamos
[00:13:52.360 --> 00:13:53.300]   mais uma vez
[00:13:53.300 --> 00:13:54.100]   discernir
[00:13:54.100 --> 00:13:54.700]   não somente
[00:13:54.700 --> 00:13:55.300]   os tempos
[00:13:55.300 --> 00:13:56.680]   mas também
[00:13:56.680 --> 00:13:57.740]   a semente
[00:13:57.740 --> 00:14:00.660]   e antes
[00:14:00.660 --> 00:14:01.560]   de avançarmos
[00:14:01.560 --> 00:14:02.360]   para o verso
[00:14:02.360 --> 00:14:03.000]   de número 3
[00:14:03.000 --> 00:14:03.960]   eu gostaria
[00:14:03.960 --> 00:14:04.460]   de fazer
[00:14:04.460 --> 00:14:06.100]   duas observações
[00:14:06.100 --> 00:14:07.020]   em relação
[00:14:07.020 --> 00:14:08.600]   a estas duas lições
[00:14:08.600 --> 00:14:10.140]   a primeira observação
[00:14:10.140 --> 00:14:10.520]   em relação
[00:14:10.520 --> 00:14:11.340]   a primeira lição
[00:14:11.340 --> 00:14:12.800]   e a segunda observação
[00:14:12.800 --> 00:14:13.240]   em relação
[00:14:13.240 --> 00:14:14.580]   a segunda lição
[00:14:14.580 --> 00:14:15.980]   mas antes
[00:14:15.980 --> 00:14:23.600]   primeira observação
[00:14:23.600 --> 00:14:25.060]   eu disse agora
[00:14:25.060 --> 00:14:25.420]   há pouco
[00:14:25.420 --> 00:14:26.040]   no que diz respeito
[00:14:26.040 --> 00:14:26.720]   a primeira lição
[00:14:26.720 --> 00:14:27.580]   primeira lição
[00:14:27.580 --> 00:14:28.840]   que nós precisamos
[00:14:28.840 --> 00:14:29.040]   o que?
[00:14:29.040 --> 00:14:30.180]   discernir
[00:14:30.180 --> 00:14:30.780]   os tempos
[00:14:30.780 --> 00:14:32.360]   e existem pessoas
[00:14:32.360 --> 00:14:33.140]   que sabem
[00:14:33.140 --> 00:14:34.400]   discernir estes tempos
[00:14:34.400 --> 00:14:35.820]   ela está plantando
[00:14:35.820 --> 00:14:37.020]   ela está trabalhando
[00:14:37.020 --> 00:14:38.320]   ela está se esforçando
[00:14:38.320 --> 00:14:39.520]   ela tem disciplina
[00:14:39.520 --> 00:14:40.580]   ela tem dedicação
[00:14:40.580 --> 00:14:42.380]   ela tem estas coisas
[00:14:42.380 --> 00:14:44.340]   mas lembre-se
[00:14:44.340 --> 00:14:45.580]   debaixo do sol
[00:14:45.580 --> 00:14:47.400]   existem incertezas
[00:14:47.400 --> 00:14:49.100]   mazelas
[00:14:49.100 --> 00:14:50.540]   e nem sempre
[00:14:50.540 --> 00:14:52.020]   mesmo
[00:14:52.020 --> 00:14:53.280]   exaurindo
[00:14:53.280 --> 00:14:54.180]   todas as nossas
[00:14:54.180 --> 00:14:55.460]   nossas forças
[00:14:55.460 --> 00:14:56.340]   plantando
[00:14:56.340 --> 00:14:58.460]   vamos arrancar
[00:14:58.460 --> 00:14:59.340]   aquilo
[00:14:59.340 --> 00:15:00.860]   que esperamos
[00:15:00.860 --> 00:15:03.660]   nem sempre
[00:15:03.660 --> 00:15:05.900]   o resultado
[00:15:05.900 --> 00:15:06.800]   será aquele
[00:15:06.800 --> 00:15:08.440]   que desejávamos
[00:15:08.440 --> 00:15:10.320]   sonhos são
[00:15:10.320 --> 00:15:11.240]   despedaçados
[00:15:11.240 --> 00:15:11.900]   em mil
[00:15:11.900 --> 00:15:13.120]   como um espelho
[00:15:13.120 --> 00:15:13.620]   que cai
[00:15:13.620 --> 00:15:15.140]   sonhos
[00:15:15.140 --> 00:15:16.560]   podem ser frustrados
[00:15:16.560 --> 00:15:17.900]   roubados
[00:15:17.900 --> 00:15:18.440]   de nós
[00:15:18.440 --> 00:15:20.280]   sonhos
[00:15:20.280 --> 00:15:21.720]   podem desaparecer
[00:15:21.720 --> 00:15:23.000]   de um dia
[00:15:23.000 --> 00:15:23.520]   para o outro
[00:15:23.520 --> 00:15:24.080]   esse sim
[00:15:24.080 --> 00:15:27.660]   mas quando isso acontecer
[00:15:27.660 --> 00:15:29.620]   se isso acontecer
[00:15:29.620 --> 00:15:31.100]   porque é provável
[00:15:31.100 --> 00:15:32.300]   que algum sonho
[00:15:32.300 --> 00:15:34.280]   possa ser despedaçado
[00:15:34.280 --> 00:15:35.840]   não fique
[00:15:35.840 --> 00:15:37.940]   demasiadamente triste
[00:15:37.940 --> 00:15:40.220]   nem completamente
[00:15:40.220 --> 00:15:41.220]   angustiado
[00:15:41.220 --> 00:15:43.980]   porque quando nós
[00:15:43.980 --> 00:15:45.820]   fazemos o trabalho
[00:15:45.820 --> 00:15:47.420]   em Cristo
[00:15:47.420 --> 00:15:50.100]   o nosso trabalho
[00:15:50.100 --> 00:15:51.860]   não é
[00:15:51.860 --> 00:15:53.000]   em vão
[00:15:53.000 --> 00:15:55.380]   quando nós vivemos
[00:15:55.380 --> 00:15:55.760]   uma vida
[00:15:55.760 --> 00:15:56.680]   perante a face
[00:15:56.680 --> 00:15:57.280]   de Deus
[00:15:57.280 --> 00:15:58.680]   para a glória
[00:15:58.680 --> 00:15:59.300]   de Deus
[00:15:59.300 --> 00:16:00.600]   os mais
[00:16:00.600 --> 00:16:01.440]   simples
[00:16:01.440 --> 00:16:02.140]   atos
[00:16:02.140 --> 00:16:03.400]   redundam
[00:16:03.400 --> 00:16:04.200]   em louvor
[00:16:04.200 --> 00:16:05.120]   a Deus
[00:16:05.120 --> 00:16:06.460]   e estão sendo
[00:16:06.460 --> 00:16:07.700]   contabilizados
[00:16:07.700 --> 00:16:08.820]   não aqui
[00:16:08.820 --> 00:16:10.660]   mas lá
[00:16:10.660 --> 00:16:12.820]   no sol
[00:16:12.820 --> 00:16:13.200]   que está
[00:16:13.200 --> 00:16:14.120]   acima do sol
[00:16:14.120 --> 00:16:16.840]   não busque apenas
[00:16:16.840 --> 00:16:17.660]   recompensas
[00:16:17.660 --> 00:16:18.320]   terrenas
[00:16:18.320 --> 00:16:19.600]   pois elas
[00:16:19.600 --> 00:16:20.280]   se dissipam
[00:16:20.280 --> 00:16:21.220]   com facilidade
[00:16:21.220 --> 00:16:22.140]   e às vezes
[00:16:22.140 --> 00:16:23.180]   você não vai
[00:16:23.180 --> 00:16:24.500]   ter aquilo
[00:16:24.500 --> 00:16:25.200]   que esperava
[00:16:25.200 --> 00:16:26.860]   elas podem ser
[00:16:26.860 --> 00:16:27.560]   roubadas
[00:16:27.560 --> 00:16:29.180]   mas existe
[00:16:29.180 --> 00:16:30.100]   um tesouro
[00:16:30.100 --> 00:16:31.560]   guardado
[00:16:31.560 --> 00:16:32.240]   para nós
[00:16:32.240 --> 00:16:33.160]   esse
[00:16:33.160 --> 00:16:34.940]   ninguém pode
[00:16:34.940 --> 00:16:35.420]   roubar
[00:16:35.420 --> 00:16:36.500]   porque está
[00:16:36.500 --> 00:16:37.900]   lá na mão
[00:16:37.900 --> 00:16:39.960]   do Onipotente
[00:16:39.960 --> 00:16:41.940]   está lá na mão
[00:16:41.940 --> 00:16:43.860]   daquele que pode
[00:16:43.860 --> 00:16:44.260]   tudo
[00:16:44.260 --> 00:16:45.400]   e que sabe
[00:16:45.400 --> 00:16:45.820]   tudo
[00:16:45.820 --> 00:16:47.500]   o sol
[00:16:47.500 --> 00:16:48.220]   da justiça
[00:16:48.220 --> 00:16:49.680]   o nosso
[00:16:49.680 --> 00:16:50.120]   Deus
[00:16:50.120 --> 00:16:52.380]   não fique
[00:16:52.380 --> 00:16:53.060]   frustrado
[00:16:53.060 --> 00:16:53.600]   se você
[00:16:53.600 --> 00:16:54.280]   trabalha
[00:16:54.280 --> 00:16:55.240]   se esforça
[00:16:55.240 --> 00:16:56.520]   e o resultado
[00:16:56.520 --> 00:16:57.780]   não foi
[00:16:57.780 --> 00:16:58.420]   esperado
[00:16:58.420 --> 00:16:59.740]   pensem
[00:16:59.740 --> 00:17:00.120]   em Jesus
[00:17:00.120 --> 00:17:02.160]   o que foi
[00:17:02.160 --> 00:17:02.540]   que Jesus
[00:17:02.540 --> 00:17:03.020]   plantou
[00:17:03.020 --> 00:17:04.700]   o bem
[00:17:04.700 --> 00:17:06.880]   a justiça
[00:17:06.880 --> 00:17:08.100]   foi isso
[00:17:08.100 --> 00:17:08.860]   que ele plantou
[00:17:08.860 --> 00:17:10.460]   e o que foi
[00:17:10.460 --> 00:17:11.200]   que ele arrancou
[00:17:11.200 --> 00:17:13.200]   o que foi
[00:17:13.200 --> 00:17:14.080]   que ele recebeu
[00:17:14.080 --> 00:17:14.820]   ou melhor
[00:17:14.820 --> 00:17:15.600]   ele não arrancou
[00:17:15.600 --> 00:17:16.760]   ele foi arrancado
[00:17:16.760 --> 00:17:17.340]   da terra
[00:17:17.340 --> 00:17:18.140]   e pendurado
[00:17:18.140 --> 00:17:18.680]   no madeiro
[00:17:18.680 --> 00:17:19.340]   por causa
[00:17:19.340 --> 00:17:20.020]   dos nossos
[00:17:20.020 --> 00:17:20.620]   pecados
[00:17:20.620 --> 00:17:22.420]   por causa
[00:17:22.420 --> 00:17:22.780]   de homens
[00:17:22.780 --> 00:17:23.280]   maus
[00:17:23.280 --> 00:17:24.620]   que não
[00:17:24.620 --> 00:17:25.300]   reconheceram
[00:17:25.300 --> 00:17:25.600]   o filho
[00:17:25.600 --> 00:17:26.100]   de Deus
[00:17:26.100 --> 00:17:28.260]   ele plantou
[00:17:28.260 --> 00:17:28.620]   o bem
[00:17:28.620 --> 00:17:29.740]   e foi
[00:17:29.740 --> 00:17:31.320]   o bem
[00:17:31.320 --> 00:17:32.040]   que ele recebeu
[00:17:32.040 --> 00:17:33.400]   o bem
[00:17:33.400 --> 00:17:34.060]   que ele arrancou
[00:17:34.060 --> 00:17:36.120]   mas o seu trabalho
[00:17:36.120 --> 00:17:38.160]   não foi
[00:17:38.160 --> 00:17:38.620]   em vão
[00:17:38.620 --> 00:17:41.160]   Deus
[00:17:41.160 --> 00:17:41.640]   agradou
[00:17:41.640 --> 00:17:42.100]   moê-lo
[00:17:42.100 --> 00:17:43.420]   e o filho
[00:17:43.420 --> 00:17:44.200]   viu o fruto
[00:17:44.200 --> 00:17:44.920]   do seu penoso
[00:17:44.920 --> 00:17:45.500]   trabalho
[00:17:45.500 --> 00:17:48.000]   através
[00:17:48.000 --> 00:17:48.960]   da sua obra
[00:17:48.960 --> 00:17:50.320]   temos
[00:17:50.320 --> 00:17:51.160]   redenção
[00:17:51.160 --> 00:17:53.120]   através
[00:17:53.120 --> 00:17:53.440]   da obra
[00:17:53.440 --> 00:17:53.960]   do filho
[00:17:53.960 --> 00:17:55.720]   temos
[00:17:55.720 --> 00:17:57.700]   salvação
[00:17:57.700 --> 00:17:59.800]   e Deus
[00:17:59.800 --> 00:18:00.500]   nos prometeu
[00:18:00.500 --> 00:18:01.820]   mais
[00:18:01.820 --> 00:18:04.300]   uma nova
[00:18:04.300 --> 00:18:04.980]   Jerusalém
[00:18:04.980 --> 00:18:06.720]   onde iremos
[00:18:06.720 --> 00:18:07.420]   plantar
[00:18:07.420 --> 00:18:09.000]   e aquilo
[00:18:09.000 --> 00:18:09.320]   que nós
[00:18:09.320 --> 00:18:10.200]   vamos arrancar
[00:18:10.200 --> 00:18:11.740]   será
[00:18:11.740 --> 00:18:12.540]   grandioso
[00:18:12.540 --> 00:18:14.580]   e maravilhoso
[00:18:14.580 --> 00:18:16.460]   será
[00:18:16.460 --> 00:18:17.300]   preciosíssimo
[00:18:17.300 --> 00:18:19.560]   esta é a primeira
[00:18:19.560 --> 00:18:21.140]   observação
[00:18:21.140 --> 00:18:22.160]   ainda existe
[00:18:22.160 --> 00:18:22.720]   uma segunda
[00:18:22.720 --> 00:18:23.440]   observação
[00:18:23.440 --> 00:18:24.620]   em relação
[00:18:24.620 --> 00:18:24.980]   a
[00:18:24.980 --> 00:18:26.280]   segunda lição
[00:18:26.280 --> 00:18:32.020]   qual foi
[00:18:32.020 --> 00:18:32.380]   a segunda
[00:18:32.380 --> 00:18:32.760]   lição
[00:18:32.760 --> 00:18:34.380]   eu disse
[00:18:34.380 --> 00:18:34.840]   que você
[00:18:34.840 --> 00:18:35.480]   deve esperar
[00:18:35.480 --> 00:18:35.800]   o que
[00:18:35.800 --> 00:18:36.860]   colher
[00:18:36.860 --> 00:18:37.160]   aquilo
[00:18:37.160 --> 00:18:37.740]   que você
[00:18:37.740 --> 00:18:39.380]   plantou
[00:18:39.380 --> 00:18:41.020]   mas
[00:18:41.020 --> 00:18:42.780]   por causa
[00:18:42.780 --> 00:18:43.000]   das
[00:18:43.000 --> 00:18:43.780]   incertezas
[00:18:43.780 --> 00:18:44.200]   debaixo
[00:18:44.200 --> 00:18:44.760]   do sol
[00:18:44.760 --> 00:18:45.680]   por causa
[00:18:45.680 --> 00:18:45.920]   das
[00:18:45.920 --> 00:18:46.740]   mazelas
[00:18:46.740 --> 00:18:47.700]   e crueldades
[00:18:47.700 --> 00:18:48.500]   e maldades
[00:18:48.500 --> 00:18:48.960]   debaixo
[00:18:48.960 --> 00:18:49.380]   do sol
[00:18:49.380 --> 00:18:51.040]   alguns homens
[00:18:51.040 --> 00:18:52.580]   plantam
[00:18:52.580 --> 00:18:53.400]   injustiça
[00:18:53.400 --> 00:18:54.320]   e colhem
[00:18:54.320 --> 00:18:55.980]   justiça
[00:18:55.980 --> 00:18:59.000]   plantam
[00:18:59.000 --> 00:18:59.640]   maldade
[00:18:59.640 --> 00:19:00.220]   e colhem
[00:19:00.220 --> 00:19:01.580]   bondade
[00:19:01.580 --> 00:19:03.080]   plantam
[00:19:03.080 --> 00:19:03.820]   miséria
[00:19:03.820 --> 00:19:05.020]   e colhem
[00:19:05.020 --> 00:19:07.560]   riquezas
[00:19:07.560 --> 00:19:09.120]   prosperidade
[00:19:09.120 --> 00:19:11.400]   mas por breve
[00:19:11.400 --> 00:19:11.820]   tempo
[00:19:11.820 --> 00:19:14.500]   esses homens
[00:19:14.500 --> 00:19:15.280]   dizem em seu próprio
[00:19:15.280 --> 00:19:15.820]   coração
[00:19:15.820 --> 00:19:17.280]   tolos
[00:19:17.280 --> 00:19:18.460]   tolos
[00:19:18.460 --> 00:19:19.300]   estou ganhando
[00:19:19.300 --> 00:19:20.000]   nas costas
[00:19:20.000 --> 00:19:20.840]   deles
[00:19:20.840 --> 00:19:22.620]   tolos
[00:19:22.620 --> 00:19:24.000]   estúpidos
[00:19:24.000 --> 00:19:25.280]   idiotas
[00:19:25.280 --> 00:19:26.520]   ninguém vê
[00:19:26.520 --> 00:19:27.000]   o que eu estou
[00:19:27.000 --> 00:19:27.560]   fazendo
[00:19:27.560 --> 00:19:28.660]   ninguém sabe
[00:19:28.660 --> 00:19:29.060]   o que eu estou
[00:19:29.060 --> 00:19:29.620]   fazendo
[00:19:29.620 --> 00:19:31.600]   tolos
[00:19:31.600 --> 00:19:32.520]   são estes
[00:19:32.520 --> 00:19:32.980]   homens
[00:19:32.980 --> 00:19:34.540]   que esquecem
[00:19:34.540 --> 00:19:35.060]   que existe um
[00:19:35.060 --> 00:19:35.620]   Deus que tudo
[00:19:35.620 --> 00:19:35.900]   vê
[00:19:35.900 --> 00:19:37.320]   o juiz
[00:19:37.320 --> 00:19:38.460]   supremo
[00:19:38.460 --> 00:19:39.560]   de toda a terra
[00:19:39.560 --> 00:19:41.100]   estes homens
[00:19:41.100 --> 00:19:41.620]   terão
[00:19:41.620 --> 00:19:43.260]   sua soberba
[00:19:43.260 --> 00:19:44.000]   arrancada
[00:19:44.000 --> 00:19:45.240]   e então serão
[00:19:45.240 --> 00:19:45.860]   plantados
[00:19:45.860 --> 00:19:46.580]   no inferno
[00:19:46.580 --> 00:19:47.860]   para todos
[00:19:47.860 --> 00:19:48.300]   sempre
[00:19:48.300 --> 00:19:49.200]   e de lá
[00:19:49.200 --> 00:19:50.520]   nunca mais
[00:19:50.520 --> 00:19:51.300]   irão sair
[00:19:51.300 --> 00:19:52.360]   receberão
[00:19:52.360 --> 00:19:53.520]   a devida
[00:19:53.520 --> 00:19:54.620]   paga por aquilo
[00:19:54.620 --> 00:19:55.380]   que plantaram
[00:19:55.380 --> 00:19:58.440]   mas enquanto
[00:19:58.440 --> 00:19:58.900]   o artista
[00:19:58.900 --> 00:19:59.560]   não volta
[00:19:59.560 --> 00:20:01.820]   enquanto o poeta
[00:20:01.820 --> 00:20:02.460]   não canta
[00:20:02.460 --> 00:20:02.800]   o último
[00:20:02.800 --> 00:20:03.520]   cântico
[00:20:03.520 --> 00:20:05.220]   precisamos
[00:20:05.220 --> 00:20:05.660]   lembrar
[00:20:05.660 --> 00:20:06.740]   e jamais
[00:20:06.740 --> 00:20:07.220]   esquecer
[00:20:07.220 --> 00:20:07.700]   que debaixo
[00:20:07.700 --> 00:20:08.200]   do sol
[00:20:08.200 --> 00:20:10.160]   existe tempo
[00:20:10.160 --> 00:20:10.740]   de nascer
[00:20:10.740 --> 00:20:12.460]   e tempo
[00:20:12.460 --> 00:20:13.000]   de morrer
[00:20:13.000 --> 00:20:14.340]   tempo
[00:20:14.340 --> 00:20:15.020]   de plantar
[00:20:15.020 --> 00:20:16.320]   e tempo
[00:20:16.320 --> 00:20:16.980]   de arrancar
[00:20:16.980 --> 00:20:18.200]   aquilo que se plantou
[00:20:18.200 --> 00:20:19.680]   mas também
[00:20:19.680 --> 00:20:20.660]   há mais tempos
[00:20:20.660 --> 00:20:21.880]   há tempo
[00:20:21.880 --> 00:20:22.600]   para matar
[00:20:22.600 --> 00:20:24.360]   e há tempo
[00:20:24.360 --> 00:20:25.060]   para curar
[00:20:25.060 --> 00:20:26.840]   e agora
[00:20:26.840 --> 00:20:27.660]   a partir daqui
[00:20:27.660 --> 00:20:28.280]   nós vamos
[00:20:28.280 --> 00:20:29.240]   mais uma vez
[00:20:29.240 --> 00:20:30.440]   meditar
[00:20:30.440 --> 00:20:40.620]   aqui nós
[00:20:40.620 --> 00:20:42.300]   meditaremos
[00:20:42.300 --> 00:20:43.300]   os tempos
[00:20:43.300 --> 00:20:44.500]   por partes
[00:20:44.500 --> 00:20:45.960]   primeiro vamos
[00:20:45.960 --> 00:20:46.580]   falar um pouquinho
[00:20:46.580 --> 00:20:47.440]   sobre o tempo
[00:20:47.440 --> 00:20:49.340]   para matar
[00:20:49.340 --> 00:20:50.720]   parece até mesmo
[00:20:50.720 --> 00:20:51.560]   título de filme
[00:20:51.560 --> 00:20:51.880]   de ação
[00:20:51.880 --> 00:20:52.620]   dos anos 90
[00:20:52.620 --> 00:20:53.520]   não parece?
[00:20:53.520 --> 00:20:54.420]   feito com
[00:20:54.420 --> 00:20:55.060]   Bruce Willis
[00:20:55.060 --> 00:20:55.400]   ou então
[00:20:55.400 --> 00:20:56.700]   Steven Seagal
[00:20:56.700 --> 00:20:57.920]   Jean-Claude Van Dyme
[00:20:57.920 --> 00:20:59.160]   Seu Estalone
[00:20:59.160 --> 00:21:00.600]   isso é ruim
[00:21:00.600 --> 00:21:01.340]   porque eu acabo
[00:21:01.340 --> 00:21:02.260]   dizendo um pouquinho
[00:21:02.260 --> 00:21:02.720]   da minha idade
[00:21:02.720 --> 00:21:03.220]   mas enfim
[00:21:03.220 --> 00:21:05.700]   tempo para matar
[00:21:05.700 --> 00:21:07.880]   é preciso adiantar
[00:21:07.880 --> 00:21:09.080]   para vocês
[00:21:09.080 --> 00:21:09.700]   que existe
[00:21:09.700 --> 00:21:10.120]   uma certa
[00:21:10.120 --> 00:21:11.080]   controvérsia
[00:21:11.080 --> 00:21:12.340]   em relação
[00:21:12.340 --> 00:21:13.680]   a interpretação
[00:21:13.680 --> 00:21:14.260]   desse texto
[00:21:14.260 --> 00:21:15.100]   por quê?
[00:21:15.100 --> 00:21:16.200]   porque alguns
[00:21:16.200 --> 00:21:17.040]   comentaristas
[00:21:17.040 --> 00:21:18.120]   entendem que
[00:21:18.120 --> 00:21:20.000]   tempo de matar
[00:21:20.000 --> 00:21:20.940]   deve ser
[00:21:20.940 --> 00:21:21.720]   entendido como
[00:21:21.720 --> 00:21:22.380]   algo mais
[00:21:22.380 --> 00:21:23.480]   amplo
[00:21:23.480 --> 00:21:24.880]   como algo
[00:21:24.880 --> 00:21:26.720]   como se
[00:21:26.720 --> 00:21:27.480]   afetasse
[00:21:27.480 --> 00:21:28.860]   as eventualidades
[00:21:28.860 --> 00:21:29.320]   que existem
[00:21:29.320 --> 00:21:30.040]   debaixo do sol
[00:21:30.040 --> 00:21:32.220]   porém
[00:21:32.220 --> 00:21:32.660]   eu acho
[00:21:32.660 --> 00:21:33.120]   que essa
[00:21:33.120 --> 00:21:34.360]   interpretação
[00:21:34.360 --> 00:21:35.000]   não é a melhor
[00:21:35.000 --> 00:21:35.600]   possível
[00:21:35.600 --> 00:21:36.040]   por quê?
[00:21:36.040 --> 00:21:36.400]   porque
[00:21:36.400 --> 00:21:37.780]   esta
[00:21:37.780 --> 00:21:38.700]   morte
[00:21:38.700 --> 00:21:39.220]   num sentido
[00:21:39.220 --> 00:21:39.660]   mais geral
[00:21:39.660 --> 00:21:40.520]   já foi tratada
[00:21:40.520 --> 00:21:41.160]   por Salomão
[00:21:41.160 --> 00:21:42.220]   no versículo
[00:21:42.220 --> 00:21:42.800]   de número 2
[00:21:42.800 --> 00:21:44.020]   olha só o que ele diz
[00:21:44.020 --> 00:21:45.320]   há tempo de nascer
[00:21:45.320 --> 00:21:46.340]   e tempo de
[00:21:46.340 --> 00:21:47.440]   morrer
[00:21:47.440 --> 00:21:49.440]   já outros
[00:21:49.440 --> 00:21:50.200]   comentaristas
[00:21:50.200 --> 00:21:51.280]   então dizem o seguinte
[00:21:51.280 --> 00:21:52.120]   talvez
[00:21:52.120 --> 00:21:53.440]   Salomão
[00:21:53.440 --> 00:21:53.820]   está falando
[00:21:53.820 --> 00:21:54.400]   sobre um tempo
[00:21:54.400 --> 00:21:55.140]   específico
[00:21:55.140 --> 00:21:55.720]   quem sabe
[00:21:55.720 --> 00:21:56.040]   o tempo
[00:21:56.040 --> 00:21:56.580]   da guerra
[00:21:56.580 --> 00:21:58.280]   mas penso eu
[00:21:58.280 --> 00:21:58.620]   que também
[00:21:58.620 --> 00:21:59.300]   esta não é a melhor
[00:21:59.300 --> 00:22:01.000]   forma de entendermos
[00:22:01.000 --> 00:22:01.780]   este verso
[00:22:01.780 --> 00:22:02.580]   porque no versículo
[00:22:02.580 --> 00:22:03.340]   de número 8
[00:22:03.340 --> 00:22:04.620]   Salomão vai dizer
[00:22:04.620 --> 00:22:05.500]   que existe um tempo
[00:22:05.500 --> 00:22:06.000]   de guerra
[00:22:06.000 --> 00:22:07.960]   e um tempo
[00:22:07.960 --> 00:22:08.480]   de paz
[00:22:08.480 --> 00:22:09.760]   pensou que
[00:22:09.760 --> 00:22:10.180]   quando ele vai
[00:22:10.180 --> 00:22:10.900]   falar sobre a guerra
[00:22:10.900 --> 00:22:11.900]   falará de um modo
[00:22:11.900 --> 00:22:13.320]   específico
[00:22:13.320 --> 00:22:14.100]   no versículo
[00:22:14.100 --> 00:22:14.720]   de número 8
[00:22:14.720 --> 00:22:16.840]   como então
[00:22:16.840 --> 00:22:17.640]   interpretar
[00:22:17.640 --> 00:22:18.460]   esse primeiro
[00:22:18.460 --> 00:22:18.900]   tempo
[00:22:18.900 --> 00:22:20.300]   tempo de matar
[00:22:20.300 --> 00:22:21.560]   penso eu
[00:22:21.560 --> 00:22:22.360]   que a melhor
[00:22:22.360 --> 00:22:23.720]   forma de compreendê-lo
[00:22:23.720 --> 00:22:24.720]   é entendermos
[00:22:24.720 --> 00:22:25.840]   que debaixo do sol
[00:22:25.840 --> 00:22:27.460]   por causa das mazelas
[00:22:27.460 --> 00:22:28.300]   incertezas
[00:22:28.300 --> 00:22:28.900]   e maldades
